timestamp,station_id,location,charger_type,sessions,energy_kwh,price_per_kwh,revenue,utilization_pct
2025-01-03 01:00:00,EV001,Central Business District,Fast,35,1076.38,17.36,18690.64,77.78
2025-01-03 02:00:00,EV001,Central Business District,Fast,23,503.82,12.01,6051.55,51.11
2025-01-03 03:00:00,EV001,Central Business District,Fast,28,779.71,17.61,13733.21,62.22
2025-01-03 04:00:00,EV001,Central Business District,Fast,28,522.64,13.15,6872.56,62.22
2025-01-03 05:00:00,EV001,Central Business District,Fast,12,357.34,14.24,5087.17,26.67
2025-01-03 06:00:00,EV001,Central Business District,Fast,25,566.23,16.45,9316.38,55.56
2025-01-03 07:00:00,EV001,Central Business District,Fast,62,1611.5,12.42,20022.38,100.0
2025-01-03 08:00:00,EV001,Central Business District,Fast,65,1936.21,17.62,34113.28,100.0
2025-01-03 09:00:00,EV001,Central Business District,Fast,38,1159.72,14.16,16421.61,84.44
2025-01-03 10:00:00,EV001,Central Business District,Fast,63,1706.59,14.32,24441.23,100.0
2025-01-03 11:00:00,EV001,Central Business District,Fast,30,814.03,12.16,9895.48,66.67
2025-01-03 12:00:00,EV001,Central Business District,Fast,32,809.97,14.53,11766.76,71.11
2025-01-03 13:00:00,EV001,Central Business District,Fast,28,639.31,12.15,7765.91,62.22
2025-01-03 14:00:00,EV001,Central Business District,Fast,39,1414.34,12.24,17312.84,86.67
2025-01-03 15:00:00,EV001,Central Business District,Fast,30,586.67,16.08,9432.95,66.67
2025-01-03 16:00:00,EV001,Central Business District,Fast,34,927.98,17.41,16152.82,75.56
2025-01-03 17:00:00,EV001,Central Business District,Fast,26,745.13,13.24,9864.96,57.78
2025-01-03 18:00:00,EV001,Central Business District,Fast,49,1370.12,18.0,24660.81,100.0
2025-01-03 19:00:00,EV001,Central Business District,Fast,56,1356.8,15.5,21032.95,100.0
2025-01-03 20:00:00,EV001,Central Business District,Fast,48,1276.5,15.43,19692.69,100.0
2025-01-03 21:00:00,EV001,Central Business District,Fast,39,1304.5,14.08,18371.7,86.67
2025-01-03 22:00:00,EV001,Central Business District,Fast,25,488.04,15.52,7572.33,55.56
2025-01-03 23:00:00,EV001,Central Business District,Fast,35,1250.85,16.35,20446.26,77.78
2025-01-04 00:00:00,EV001,Central Business District,Fast,22,441.0,13.15,5800.38,48.89
2025-01-04 01:00:00,EV001,Central Business District,Fast,20,721.71,12.76,9206.29,44.44
2025-01-04 02:00:00,EV001,Central Business District,Fast,20,390.31,16.82,6566.37,44.44
2025-01-04 03:00:00,EV001,Central Business District,Fast,24,616.03,14.0,8622.16,53.33
2025-01-04 04:00:00,EV001,Central Business District,Fast,21,581.8,17.09,9942.3,46.67
2025-01-04 05:00:00,EV001,Central Business District,Fast,18,344.97,12.46,4298.53,40.0
2025-01-04 06:00:00,EV001,Central Business District,Fast,20,528.18,15.23,8043.07,44.44
2025-01-04 07:00:00,EV001,Central Business District,Fast,36,922.3,13.12,12102.43,80.0
2025-01-04 08:00:00,EV001,Central Business District,Fast,52,1592.05,16.09,25611.45,100.0
2025-01-04 09:00:00,EV001,Central Business District,Fast,40,696.0,12.37,8612.63,88.89
2025-01-04 10:00:00,EV001,Central Business District,Fast,48,1474.96,12.27,18103.5,100.0
2025-01-04 11:00:00,EV001,Central Business District,Fast,21,629.4,15.17,9545.78,46.67
2025-01-04 12:00:00,EV001,Central Business District,Fast,17,342.47,12.71,4354.31,37.78
2025-01-04 13:00:00,EV001,Central Business District,Fast,22,577.27,13.44,7756.38,48.89
2025-01-04 14:00:00,EV001,Central Business District,Fast,19,599.63,17.58,10540.24,42.22
2025-01-04 15:00:00,EV001,Central Business District,Fast,13,411.32,13.72,5641.52,28.89
2025-01-04 16:00:00,EV001,Central Business District,Fast,15,467.72,14.64,6848.02,33.33
2025-01-04 17:00:00,EV001,Central Business District,Fast,38,867.81,14.33,12436.26,84.44
2025-01-04 18:00:00,EV001,Central Business District,Fast,51,1595.11,14.64,23355.89,100.0
2025-01-04 19:00:00,EV001,Central Business District,Fast,60,1017.03,17.39,17684.52,100.0
2025-01-04 20:00:00,EV001,Central Business District,Fast,29,623.51,13.25,8258.62,64.44
2025-01-04 21:00:00,EV001,Central Business District,Fast,68,1263.53,17.83,22528.83,100.0
2025-01-04 22:00:00,EV001,Central Business District,Fast,22,818.23,15.3,12522.06,48.89
2025-01-04 23:00:00,EV001,Central Business District,Fast,21,437.02,14.24,6224.17,46.67
2025-01-05 00:00:00,EV001,Central Business District,Fast,21,525.94,17.85,9389.79,46.67
2025-01-05 01:00:00,EV001,Central Business District,Fast,17,336.95,12.14,4089.51,37.78
2025-01-05 02:00:00,EV001,Central Business District,Fast,16,344.78,12.36,4260.39,35.56
2025-01-05 03:00:00,EV001,Central Business District,Fast,16,424.62,12.06,5120.58,35.56
2025-01-05 04:00:00,EV001,Central Business District,Fast,23,829.92,16.56,13743.81,51.11
2025-01-05 05:00:00,EV001,Central Business District,Fast,26,518.79,13.99,7258.23,57.78
2025-01-05 06:00:00,EV001,Central Business District,Fast,26,924.83,13.13,12140.43,57.78
2025-01-05 07:00:00,EV001,Central Business District,Fast,37,1015.34,17.83,18101.1,82.22
2025-01-05 08:00:00,EV001,Central Business District,Fast,44,951.99,13.56,12909.46,97.78
2025-01-05 09:00:00,EV001,Central Business District,Fast,44,853.37,12.08,10308.25,97.78
2025-01-05 10:00:00,EV001,Central Business District,Fast,32,1038.98,16.25,16885.33,71.11
2025-01-05 11:00:00,EV001,Central Business District,Fast,17,326.92,16.91,5526.64,37.78
2025-01-05 12:00:00,EV001,Central Business District,Fast,22,568.72,12.01,6830.38,48.89
2025-01-05 13:00:00,EV001,Central Business District,Fast,19,505.85,16.33,8262.97,42.22
2025-01-05 14:00:00,EV001,Central Business District,Fast,25,591.17,13.54,8004.01,55.56
2025-01-05 15:00:00,EV001,Central Business District,Fast,20,640.66,14.4,9224.85,44.44
2025-01-05 16:00:00,EV001,Central Business District,Fast,19,501.33,16.32,8181.87,42.22
2025-01-05 17:00:00,EV001,Central Business District,Fast,37,1027.68,16.55,17003.65,82.22
2025-01-05 18:00:00,EV001,Central Business District,Fast,49,1607.38,16.78,26976.13,100.0
2025-01-05 19:00:00,EV001,Central Business District,Fast,43,787.2,17.9,14090.43,95.56
2025-01-05 20:00:00,EV001,Central Business District,Fast,57,1274.79,12.31,15697.65,100.0
2025-01-05 21:00:00,EV001,Central Business District,Fast,45,951.99,14.25,13567.03,100.0
2025-01-05 22:00:00,EV001,Central Business District,Fast,20,382.35,14.07,5378.9,44.44
2025-01-05 23:00:00,EV001,Central Business District,Fast,23,546.68,16.52,9028.64,51.11
2025-01-06 00:00:00,EV001,Central Business District,Fast,19,466.1,16.82,7837.78,42.22
2025-01-06 01:00:00,EV001,Central Business District,Fast,22,539.01,13.34,7192.21,48.89
2025-01-06 02:00:00,EV001,Central Business District,Fast,28,706.96,16.9,11950.61,62.22
2025-01-06 03:00:00,EV001,Central Business District,Fast,22,748.66,13.04,9763.99,48.89
2025-01-06 04:00:00,EV001,Central Business District,Fast,20,603.52,14.97,9033.63,44.44
2025-01-06 05:00:00,EV001,Central Business District,Fast,24,699.43,14.79,10346.82,53.33
2025-01-06 06:00:00,EV001,Central Business District,Fast,27,780.54,12.02,9382.51,60.0
2025-01-06 07:00:00,EV001,Central Business District,Fast,54,1504.21,17.51,26345.76,100.0
2025-01-06 08:00:00,EV001,Central Business District,Fast,58,1811.86,13.52,24504.51,100.0
2025-01-06 09:00:00,EV001,Central Business District,Fast,53,1576.31,14.19,22366.66,100.0
2025-01-06 10:00:00,EV001,Central Business District,Fast,43,1012.09,12.71,12863.87,95.56
2025-01-06 11:00:00,EV001,Central Business District,Fast,30,881.87,16.35,14420.12,66.67
2025-01-06 12:00:00,EV001,Central Business District,Fast,23,710.05,12.14,8620.33,51.11
2025-01-06 13:00:00,EV001,Central Business District,Fast,24,680.49,14.68,9989.64,53.33
2025-01-06 14:00:00,EV001,Central Business District,Fast,18,508.4,17.31,8802.71,40.0
2025-01-06 15:00:00,EV001,Central Business District,Fast,28,639.68,15.94,10199.4,62.22
2025-01-06 16:00:00,EV001,Central Business District,Fast,16,316.37,12.17,3850.0,35.56
2025-01-06 17:00:00,EV001,Central Business District,Fast,76,1926.92,13.28,25594.11,100.0
2025-01-06 18:00:00,EV001,Central Business District,Fast,56,1389.69,15.88,22074.6,100.0
2025-01-06 19:00:00,EV001,Central Business District,Fast,56,1720.52,13.53,23272.11,100.0
2025-01-06 20:00:00,EV001,Central Business District,Fast,46,1023.29,14.7,15037.36,100.0
2025-01-06 21:00:00,EV001,Central Business District,Fast,71,1894.09,13.44,25461.61,100.0
2025-01-06 22:00:00,EV001,Central Business District,Fast,28,631.16,13.57,8564.67,62.22
2025-01-06 23:00:00,EV001,Central Business District,Fast,17,513.96,14.53,7467.55,37.78
2025-01-07 00:00:00,EV001,Central Business District,Fast,24,446.79,17.44,7791.47,53.33
2025-01-07 01:00:00,EV001,Central Business District,Fast,35,785.24,13.7,10754.75,77.78
2025-01-07 02:00:00,EV001,Central Business District,Fast,24,635.59,14.95,9501.21,53.33
2025-01-07 03:00:00,EV001,Central Business District,Fast,26,523.17,14.16,7408.24,57.78
2025-01-07 04:00:00,EV001,Central Business District,Fast,34,1013.1,17.12,17346.01,75.56
2025-01-07 05:00:00,EV001,Central Business District,Fast,26,796.81,13.43,10701.27,57.78
2025-01-07 06:00:00,EV001,Central Business District,Fast,19,387.65,12.98,5032.1,42.22
2025-01-07 07:00:00,EV001,Central Business District,Fast,37,1294.65,14.66,18982.52,82.22
2025-01-07 08:00:00,EV001,Central Business District,Fast,40,1077.16,17.72,19084.84,88.89
2025-01-07 09:00:00,EV001,Central Business District,Fast,42,960.77,14.45,13884.96,93.33
2025-01-07 10:00:00,EV001,Central Business District,Fast,64,1371.76,17.99,24680.44,100.0
2025-01-07 11:00:00,EV001,Central Business District,Fast,28,865.31,17.04,14747.37,62.22
2025-01-07 12:00:00,EV001,Central Business District,Fast,28,785.29,17.26,13551.68,62.22
2025-01-07 13:00:00,EV001,Central Business District,Fast,34,726.36,17.82,12942.42,75.56
2025-01-07 14:00:00,EV001,Central Business District,Fast,28,612.66,15.71,9625.85,62.22
2025-01-07 15:00:00,EV001,Central Business District,Fast,21,693.76,14.61,10135.43,46.67
2025-01-07 16:00:00,EV001,Central Business District,Fast,20,509.74,16.05,8180.93,44.44
2025-01-07 17:00:00,EV001,Central Business District,Fast,61,2189.54,16.68,36532.45,100.0
2025-01-07 18:00:00,EV001,Central Business District,Fast,36,1130.59,12.42,14044.75,80.0
2025-01-07 19:00:00,EV001,Central Business District,Fast,72,1907.55,17.37,33126.48,100.0
2025-01-07 20:00:00,EV001,Central Business District,Fast,53,1375.69,14.67,20183.3,100.0
2025-01-07 21:00:00,EV001,Central Business District,Fast,52,1485.81,14.64,21746.4,100.0
2025-01-07 22:00:00,EV001,Central Business District,Fast,22,794.26,17.66,14026.57,48.89
2025-01-07 23:00:00,EV001,Central Business District,Fast,26,580.64,14.94,8674.67,57.78
2025-01-08 00:00:00,EV001,Central Business District,Fast,19,439.52,16.22,7130.95,42.22
2025-01-08 01:00:00,EV001,Central Business District,Fast,22,478.38,14.18,6785.45,48.89
2025-01-08 02:00:00,EV001,Central Business District,Fast,39,1164.69,17.68,20588.52,86.67
2025-01-08 03:00:00,EV001,Central Business District,Fast,16,283.63,13.64,3869.19,35.56
2025-01-08 04:00:00,EV001,Central Business District,Fast,31,663.96,13.78,9150.48,68.89
2025-01-08 05:00:00,EV001,Central Business District,Fast,15,250.67,12.53,3141.14,33.33
2025-01-08 06:00:00,EV001,Central Business District,Fast,24,754.28,17.1,12897.03,53.33
2025-01-08 07:00:00,EV001,Central Business District,Fast,61,1353.08,12.48,16884.81,100.0
2025-01-08 08:00:00,EV001,Central Business District,Fast,50,1012.55,17.52,17744.23,100.0
2025-01-08 09:00:00,EV001,Central Business District,Fast,53,1712.09,13.46,23050.18,100.0
2025-01-08 10:00:00,EV001,Central Business District,Fast,55,1598.1,17.1,27323.87,100.0
2025-01-08 11:00:00,EV001,Central Business District,Fast,26,573.31,13.22,7577.11,57.78
2025-01-08 12:00:00,EV001,Central Business District,Fast,22,628.35,12.08,7590.14,48.89
2025-01-08 13:00:00,EV001,Central Business District,Fast,25,699.38,16.92,11832.08,55.56
2025-01-08 14:00:00,EV001,Central Business District,Fast,24,683.41,16.76,11453.94,53.33
2025-01-08 15:00:00,EV001,Central Business District,Fast,27,558.66,15.99,8934.12,60.0
2025-01-08 16:00:00,EV001,Central Business District,Fast,24,782.21,17.97,14057.5,53.33
2025-01-08 17:00:00,EV001,Central Business District,Fast,49,1288.24,12.19,15709.59,100.0
2025-01-08 18:00:00,EV001,Central Business District,Fast,51,1505.45,17.16,25836.83,100.0
2025-01-08 19:00:00,EV001,Central Business District,Fast,48,1280.32,15.84,20276.69,100.0
2025-01-08 20:00:00,EV001,Central Business District,Fast,37,884.48,15.6,13793.49,82.22
2025-01-08 21:00:00,EV001,Central Business District,Fast,61,1631.69,15.25,24891.4,100.0
2025-01-08 22:00:00,EV001,Central Business District,Fast,26,789.24,14.95,11799.57,57.78
2025-01-08 23:00:00,EV001,Central Business District,Fast,25,670.38,13.46,9026.36,55.56
2025-01-09 00:00:00,EV001,Central Business District,Fast,23,622.47,16.09,10018.26,51.11
2025-01-09 01:00:00,EV001,Central Business District,Fast,26,676.61,14.66,9918.96,57.78
2025-01-09 02:00:00,EV001,Central Business District,Fast,27,538.89,14.5,7813.92,60.0
2025-01-09 03:00:00,EV001,Central Business District,Fast,12,195.01,16.07,3132.91,26.67
2025-01-09 04:00:00,EV001,Central Business District,Fast,19,539.4,15.36,8284.2,42.22
2025-01-09 05:00:00,EV001,Central Business District,Fast,27,549.48,17.99,9887.09,60.0
2025-01-09 06:00:00,EV001,Central Business District,Fast,29,594.6,16.23,9652.4,64.44
2025-01-09 07:00:00,EV001,Central Business District,Fast,49,1051.88,12.46,13103.89,100.0
2025-01-09 08:00:00,EV001,Central Business District,Fast,47,1289.78,16.26,20966.21,100.0
2025-01-09 09:00:00,EV001,Central Business District,Fast,64,1720.34,15.23,26206.98,100.0
2025-01-09 10:00:00,EV001,Central Business District,Fast,61,2225.47,14.71,32732.32,100.0
2025-01-09 11:00:00,EV001,Central Business District,Fast,26,759.6,14.15,10745.17,57.78
2025-01-09 12:00:00,EV001,Central Business District,Fast,20,670.08,17.22,11541.48,44.44
2025-01-09 13:00:00,EV001,Central Business District,Fast,30,854.85,17.68,15117.07,66.67
2025-01-09 14:00:00,EV001,Central Business District,Fast,16,332.05,17.58,5836.64,35.56
2025-01-09 15:00:00,EV001,Central Business District,Fast,25,791.79,12.2,9660.37,55.56
2025-01-09 16:00:00,EV001,Central Business District,Fast,29,735.99,16.34,12028.87,64.44
2025-01-09 17:00:00,EV001,Central Business District,Fast,57,1520.69,15.12,22985.54,100.0
2025-01-09 18:00:00,EV001,Central Business District,Fast,67,1605.83,12.66,20325.99,100.0
2025-01-09 19:00:00,EV001,Central Business District,Fast,59,1574.84,15.81,24895.63,100.0
2025-01-09 20:00:00,EV001,Central Business District,Fast,44,1013.15,17.41,17642.52,97.78
2025-01-09 21:00:00,EV001,Central Business District,Fast,42,1332.79,16.92,22553.74,93.33
2025-01-09 22:00:00,EV001,Central Business District,Fast,19,538.42,16.78,9032.92,42.22
2025-01-09 23:00:00,EV001,Central Business District,Fast,29,820.38,14.56,11943.37,64.44
2025-01-10 00:00:00,EV001,Central Business District,Fast,24,678.28,16.68,11316.76,53.33
2025-01-10 01:00:00,EV001,Central Business District,Fast,30,703.08,15.35,10791.25,66.67
2025-01-10 02:00:00,EV001,Central Business District,Fast,22,512.45,12.61,6460.28,48.89
2025-01-10 03:00:00,EV001,Central Business District,Fast,23,822.41,15.94,13108.12,51.11
2025-01-10 04:00:00,EV001,Central Business District,Fast,27,951.78,16.04,15263.74,60.0
2025-01-10 05:00:00,EV001,Central Business District,Fast,28,669.06,14.15,9465.97,62.22
2025-01-10 06:00:00,EV001,Central Business District,Fast,23,761.46,17.06,12991.36,51.11
2025-01-10 07:00:00,EV001,Central Business District,Fast,58,1808.43,15.74,28463.69,100.0
2025-01-10 08:00:00,EV001,Central Business District,Fast,52,1455.93,16.66,24256.27,100.0
2025-01-10 09:00:00,EV001,Central Business District,Fast,39,904.27,16.35,14786.72,86.67
2025-01-10 10:00:00,EV001,Central Business District,Fast,47,1470.5,12.27,18046.44,100.0
2025-01-10 11:00:00,EV001,Central Business District,Fast,35,761.86,15.71,11966.13,77.78
2025-01-10 12:00:00,EV001,Central Business District,Fast,29,640.1,16.74,10713.87,64.44
2025-01-10 13:00:00,EV001,Central Business District,Fast,22,562.9,15.59,8774.59,48.89
2025-01-10 14:00:00,EV001,Central Business District,Fast,21,642.22,12.04,7730.26,46.67
2025-01-10 15:00:00,EV001,Central Business District,Fast,25,862.31,16.42,14156.59,55.56
2025-01-10 16:00:00,EV001,Central Business District,Fast,32,1103.92,17.32,19123.2,71.11
2025-01-10 17:00:00,EV001,Central Business District,Fast,53,1293.83,12.93,16732.87,100.0
2025-01-10 18:00:00,EV001,Central Business District,Fast,68,1736.0,12.27,21303.25,100.0
2025-01-10 19:00:00,EV001,Central Business District,Fast,54,996.17,15.68,15621.02,100.0
2025-01-10 20:00:00,EV001,Central Business District,Fast,24,404.87,17.02,6889.49,53.33
2025-01-10 21:00:00,EV001,Central Business District,Fast,61,1734.2,14.94,25902.18,100.0
2025-01-10 22:00:00,EV001,Central Business District,Fast,19,571.29,13.18,7532.21,42.22
2025-01-10 23:00:00,EV001,Central Business District,Fast,24,472.62,14.34,6778.45,53.33
2025-01-11 00:00:00,EV001,Central Business District,Fast,20,561.36,14.9,8363.69,44.44
2025-01-11 01:00:00,EV001,Central Business District,Fast,22,361.4,17.6,6360.72,48.89
2025-01-11 02:00:00,EV001,Central Business District,Fast,25,852.88,15.32,13064.11,55.56
2025-01-11 03:00:00,EV001,Central Business District,Fast,15,332.24,16.91,5617.06,33.33
2025-01-11 04:00:00,EV001,Central Business District,Fast,17,405.7,13.82,5606.26,37.78
2025-01-11 05:00:00,EV001,Central Business District,Fast,19,598.66,16.68,9987.42,42.22
2025-01-11 06:00:00,EV001,Central Business District,Fast,25,648.54,14.2,9209.9,55.56
2025-01-11 07:00:00,EV001,Central Business District,Fast,26,560.16,15.68,8781.88,57.78
2025-01-11 08:00:00,EV001,Central Business District,Fast,41,944.56,17.5,16532.62,91.11
2025-01-11 09:00:00,EV001,Central Business District,Fast,47,1371.29,13.42,18404.23,100.0
2025-01-11 10:00:00,EV001,Central Business District,Fast,41,1271.11,12.85,16339.73,91.11
2025-01-11 11:00:00,EV001,Central Business District,Fast,20,397.28,16.17,6424.64,44.44
2025-01-11 12:00:00,EV001,Central Business District,Fast,15,395.46,14.65,5794.07,33.33
2025-01-11 13:00:00,EV001,Central Business District,Fast,16,402.82,17.73,7140.67,35.56
2025-01-11 14:00:00,EV001,Central Business District,Fast,17,401.98,16.25,6533.18,37.78
2025-01-11 15:00:00,EV001,Central Business District,Fast,15,339.19,17.43,5911.13,33.33
2025-01-11 16:00:00,EV001,Central Business District,Fast,26,693.98,17.33,12024.58,57.78
2025-01-11 17:00:00,EV001,Central Business District,Fast,48,1475.76,15.82,23352.24,100.0
2025-01-11 18:00:00,EV001,Central Business District,Fast,47,1446.17,14.45,20901.66,100.0
2025-01-11 19:00:00,EV001,Central Business District,Fast,50,1470.92,13.19,19397.42,100.0
2025-01-11 20:00:00,EV001,Central Business District,Fast,67,1634.75,13.86,22662.83,100.0
2025-01-11 21:00:00,EV001,Central Business District,Fast,51,1261.81,13.71,17302.21,100.0
2025-01-11 22:00:00,EV001,Central Business District,Fast,18,421.34,17.58,7405.26,40.0
2025-01-11 23:00:00,EV001,Central Business District,Fast,26,944.41,12.39,11697.88,57.78
2025-01-12 00:00:00,EV001,Central Business District,Fast,18,561.25,12.09,6784.48,40.0
2025-01-12 01:00:00,EV001,Central Business District,Fast,23,506.92,15.84,8030.06,51.11
2025-01-12 02:00:00,EV001,Central Business District,Fast,23,601.28,14.87,8938.11,51.11
2025-01-12 03:00:00,EV001,Central Business District,Fast,17,460.63,13.56,6246.78,37.78
2025-01-12 04:00:00,EV001,Central Business District,Fast,17,489.2,12.9,6310.42,37.78
2025-01-12 05:00:00,EV001,Central Business District,Fast,22,635.26,13.38,8499.86,48.89
2025-01-12 06:00:00,EV001,Central Business District,Fast,15,350.86,13.69,4804.1,33.33
2025-01-12 07:00:00,EV001,Central Business District,Fast,39,1129.52,13.48,15230.76,86.67
2025-01-12 08:00:00,EV001,Central Business District,Fast,53,1514.95,12.52,18969.04,100.0
2025-01-12 09:00:00,EV001,Central Business District,Fast,47,945.06,14.95,14132.16,100.0
2025-01-12 10:00:00,EV001,Central Business District,Fast,39,1322.05,16.15,21355.86,86.67
2025-01-12 11:00:00,EV001,Central Business District,Fast,23,723.58,14.58,10553.0,51.11
2025-01-12 12:00:00,EV001,Central Business District,Fast,21,593.0,16.53,9803.31,46.67
2025-01-12 13:00:00,EV001,Central Business District,Fast,20,357.77,16.06,5746.87,44.44
2025-01-12 14:00:00,EV001,Central Business District,Fast,20,727.7,13.57,9876.32,44.44
2025-01-12 15:00:00,EV001,Central Business District,Fast,26,684.06,15.9,10873.41,57.78
2025-01-12 16:00:00,EV001,Central Business District,Fast,25,576.25,13.8,7953.4,55.56
2025-01-12 17:00:00,EV001,Central Business District,Fast,29,881.16,13.82,12173.48,64.44
2025-01-12 18:00:00,EV001,Central Business District,Fast,43,1214.7,12.86,15624.27,95.56
2025-01-12 19:00:00,EV001,Central Business District,Fast,46,844.39,15.48,13068.41,100.0
2025-01-12 20:00:00,EV001,Central Business District,Fast,48,1169.59,16.7,19529.22,100.0
2025-01-12 21:00:00,EV001,Central Business District,Fast,61,1573.06,15.73,24745.94,100.0
2025-01-12 22:00:00,EV001,Central Business District,Fast,22,443.62,14.65,6497.46,48.89
2025-01-12 23:00:00,EV001,Central Business District,Fast,24,719.82,17.46,12569.89,53.33
2025-01-13 00:00:00,EV001,Central Business District,Fast,27,858.49,12.24,10506.47,60.0
2025-01-13 01:00:00,EV001,Central Business District,Fast,22,555.54,15.53,8628.85,48.89
2025-01-13 02:00:00,EV001,Central Business District,Fast,24,619.18,12.13,7507.78,53.33
2025-01-13 03:00:00,EV001,Central Business District,Fast,27,506.62,16.58,8400.46,60.0
2025-01-13 04:00:00,EV001,Central Business District,Fast,26,637.88,15.53,9908.95,57.78
2025-01-13 05:00:00,EV001,Central Business District,Fast,25,485.38,16.97,8238.14,55.56
2025-01-13 06:00:00,EV001,Central Business District,Fast,20,684.3,14.23,9736.88,44.44
2025-01-13 07:00:00,EV001,Central Business District,Fast,54,1257.23,16.38,20591.76,100.0
2025-01-13 08:00:00,EV001,Central Business District,Fast,44,1170.67,13.19,15436.81,97.78
2025-01-13 09:00:00,EV001,Central Business District,Fast,53,1178.94,17.59,20735.71,100.0
2025-01-13 10:00:00,EV001,Central Business District,Fast,48,860.91,16.81,14471.63,100.0
2025-01-13 11:00:00,EV001,Central Business District,Fast,26,477.33,14.04,6702.79,57.78
